G,D,0.557483969024
6,J,0.570435597897
V,K,0.113526210814
W,A,0.240270902942
D,H,0.770604660183
Z,7,0.582925150472
Z,0,0.533154120483
3,Y,0.594001983716
V,Q,0.727320070608
3,W,0.924459549942
2,J,0.114000885766
8,C,0.373026426465
K,M,0.310992772118
A,H,0.899298709227
7,6,0.268128981941
M,G,0.861225229349
6,4,0.59044076149
W,L,0.666576427846
N,V,0.267878930219
3,C,0.417533377527
N,P,0.30982804952
D,O,0.549820247685
4,E,0.542753075782
C,S,0.990601606911
U,D,0.40026566383
6,2,0.43213920879
T,X,0.112177311534
3,N,0.859039570669
7,W,0.331337943838
1,7,0.686884631274
F,P,0.959655188238
A,7,0.857294424214
U,M,0.656635491751
K,5,0.0201460048493
L,2,0.369133025544
P,C,0.192284029336
E,B,0.764743290988
Y,W,0.609296237145
O,5,0.508293512186
8,A,0.907144248942
J,R,0.38449306257
Z,A,0.629242610364
E,O,0.116500812914
W,Q,0.985684975044
8,L,0.132015746319
J,4,0.927456331258
W,S,0.0534771481226
R,P,0.77058691333
4,D,0.487016255865
O,W,0.8783429501
M,A,0.169435393513
H,8,0.897732147482
J,7,0.0142863691516
N,Z,0.78175105906
V,7,0.514358714451
M,R,0.870168578432
I,3,0.856233924475
2,L,0.454561351372
W,L,0.619258408984
B,E,0.847643503415
G,L,0.278052841228
W,F,0.0497944599662
D,Q,0.254772389638
V,Y,0.0133886476624
O,G,0.183665575925
T,Y,0.525732399919
P,C,0.820922261135
8,Q,0.742259552628
E,A,0.242537683147
H,I,0.245097897456
S,V,0.0106241532985
U,M,0.943870579418
1,5,0.483835919034
Z,P,0.252010630049
F,U,0.919511924929
7,P,0.58904275577
O,K,0.432740387379
6,X,0.178550039341
P,5,0.935776389722
O,W,0.613560424739
Z,G,0.41224092239
G,X,0.647610553833
T,S,0.712566794611
K,B,0.176143066846
H,L,0.205185647449
P,N,0.682710879196
0,B,0.543702071444
4,5,0.935824140992
P,D,0.00506033804693
0,V,0.188850855543
3,4,0.367372021723
F,D,0.0144616309372
G,N,0.707273802129
J,D,0.776709581056
K,9,0.709169936674
C,B,0.862876511654
2,0,0.0817692854451
7,E,0.509792597723
U,9,0.325279011996
P,N,0.822096734503
W,U,0.449661582365
V,U,0.782366263672
O,7,0.602057748902
G,Z,0.186740548853
J,Y,0.874458343971
S,E,0.304276218968
X,K,0.232316021081
K,R,0.357144137969
O,C,0.0744876131016
M,P,0.997785540464
K,I,0.685128216461
W,C,0.105196883028
8,Z,0.241470718833
8,1,0.929717839501
Z,S,0.040798333125
3,U,0.511371901801
7,N,0.316392782172
W,P,0.540287837723
N,0,0.460273817851
8,O,0.844309509068
S,6,0.574557859605
P,X,0.0564617034161
Z,M,0.396488135663
D,K,0.23021780624
Y,2,0.469930350779
0,C,0.946851784631
5,J,0.0359647821004
A,G,0.092075805833
N,J,0.097354838179
S,T,0.81929489013
4,S,0.0686427884101
I,O,0.437616427394
2,I,0.133272931321
2,C,0.382086085586
Q,Z,0.127790317032
3,W,0.822868180705
N,L,0.121302144119
K,1,0.44661635364
S,I,0.000862476359349
M,G,0.717708351637
T,J,0.00124589169263
F,6,0.901353855732
B,J,0.567377303595
J,W,0.658993518364
O,3,0.754425641303
Y,I,0.288340288012
J,T,0.663832692668
A,Z,0.570617230811
D,K,0.522275804781
E,8,0.640798516975
Z,4,0.607413663936
P,3,0.413550254022
M,G,0.787136509317
T,D,0.260057974607
M,W,0.504340425326
S,V,0.0967410224545
G,D,0.708498370972
P,4,0.783863964889
I,Z,0.260656371964
F,3,0.217065238791
D,5,0.160707967645
V,Y,0.921855186857
E,7,0.493698921835
8,V,0.536920347076
6,T,0.0962471362212
B,6,0.252388814225
B,I,0.54996145884
5,M,0.988009260159
T,Z,0.932322444579
5,R,0.618590958482
8,K,0.760560643532
D,Z,0.341791619714
T,8,0.398935684817
S,Q,0.829546491057
O,J,0.474880850864
P,D,0.661033054675
L,Q,0.751471253159
Y,U,0.306559934075
1,0,0.758426777622
B,W,0.607730973804
U,E,0.12118485247
1,E,0.836895289666
Q,E,0.107473594419
P,W,0.721632388875
3,Q,0.453164704661
C,M,0.724711225802
A,Y,0.956292450288
0,B,0.777208242848
0,A,0.754183095243
A,B,0.937178501147
8,U,0.738062212563
S,F,0.471571567684
Z,5,0.667387095866
1,C,0.442340694979
W,I,0.530418792188
K,E,0.687659891367
I,R,0.183963442342
6,M,0.557539825997
A,6,0.0315513695434
C,8,0.108014392909
N,T,0.28956834477
5,9,0.2413566193
M,X,0.276567634614
P,7,0.372468113946
M,P,0.710719346524
W,9,0.937546740432
2,J,0.668700814279
G,F,0.948242028324
5,0,0.370998732703
Y,6,0.156860200706
E,3,0.922080828564
A,5,0.0413389568971
E,F,0.871720274037
2,D,0.345169764608
1,F,0.416990606535
T,O,0.331849986903
K,N,0.956258780271
V,Y,0.979387660932
H,8,0.122993437425
H,8,0.377319838526
W,B,0.451773155211
L,Q,0.351928561415
7,R,0.66960959048
T,Q,0.165759948162
4,F,0.784345004055
Z,4,0.635391965293
K,X,0.93447469646
P,D,0.493470092889
R,N,0.762308889453
Q,H,0.473311287007
V,Q,0.91392921921
X,O,0.269033846757
N,G,0.450139934009
Y,9,0.550643219154
8,N,0.0761416728104
K,F,0.135366903562
N,V,0.409593473566
K,Y,0.499191120992
I,1,0.348943693287
A,6,0.402690030261
Q,Z,0.162926006395
K,Z,0.153434944159
C,H,0.634351408579
0,1,0.442581103685
O,6,0.595351206709
0,K,0.494700121357
4,Z,0.603306691412
Z,X,0.192360912781
2,5,0.596966564127
S,L,0.352721687362
J,G,0.435359029886
6,9,0.483732783443
2,V,0.0674407446025
Z,A,0.153930380631
9,T,0.222690539964
H,D,0.786068747083
6,E,0.282807845806
B,I,0.163142338844
E,M,0.451839726539
L,3,0.0289868398175
3,7,0.281039159339
Z,9,0.996474219514
Z,C,0.601705366631
W,L,0.786781251178
P,R,0.381920570263
B,J,0.807967958163
J,E,0.445069679158
O,E,0.890483377533
4,Y,0.598980979488
0,P,0.0202417745478
R,6,0.424460476407
E,B,0.34156849963
S,J,0.414366722481
A,J,0.871014690395
G,Z,0.0103786758021
9,M,0.430028219797
I,K,0.650051729157
B,X,0.201392749575
S,C,0.0382407464278
D,W,0.735643294319
G,S,0.764457994046
W,S,0.4358788624
V,6,0.0828294008619
9,J,0.448346950426
Q,3,0.105141998289
E,U,0.0763921417694
B,S,0.995227709642
8,K,0.225127704304
W,U,0.940645002065
X,J,0.369763814381
7,G,0.788685279068
F,D,0.533676105883
L,F,0.00302076788744
K,4,0.242672642752
7,Q,0.0848700778382
K,6,0.0274598709025
0,Z,0.742853271363
N,G,0.159647177928
Q,H,0.297069884669
I,4,0.506163759673
8,I,0.819473398179
A,S,0.0200535011725
G,A,0.284398926418
Q,0,0.276392273966
F,H,0.457179373047
G,C,0.908636345202
B,1,0.868250134909
9,Q,0.597086344101
E,Q,0.421493975699
K,W,0.286272225079
J,C,0.428117607119
U,E,0.119813663459
Y,W,0.962367258341
Z,9,0.699000375823
2,K,0.580531124097
6,D,0.64567623529
Z,X,0.528475371796
M,U,0.0819119936183
3,A,0.955965179402
C,V,0.0874029538195
4,V,0.4952425878
K,M,0.879853521677
9,D,0.355088743432
Y,W,0.44886386425
1,I,0.440180046455
M,T,0.410997986076
2,V,0.0278556943694
E,M,0.074045687521
G,P,0.834671770237
0,2,0.11597581671
O,2,0.639073901904
N,S,0.128078777078
U,T,0.81653544986
U,T,0.552730669956
R,0,0.573344226496
7,Y,0.0878206110842
S,V,0.251919877793
C,9,0.912149031864
4,8,0.785553337262
T,6,0.316419677547
T,U,0.73430721772
T,4,0.762613382434
P,0,0.355779797885
W,H,0.336761979135
J,P,0.204638540016
Q,L,0.567335372613
Z,M,0.474364666821
G,5,0.767665688244
S,V,0.114775214692
R,S,0.790656964733
I,C,0.121820865599
7,J,0.464604724766
S,A,0.0145960369257
Z,6,0.580519008674
8,1,0.792006764007
4,H,0.174288402627
6,K,0.0831459094874
V,E,0.4899559687
V,0,0.0993456567824
Y,C,0.18102388146
K,5,0.745725283855
O,5,0.485463670635
M,W,0.468787717072
P,V,0.0928052081893
G,Z,0.0118208173767
T,E,0.556457174666
5,O,0.492565155108
Y,T,0.5945432113
N,U,0.421745169089
V,3,0.696184132356
R,Z,0.57855834111
Y,Z,0.587025164073
5,A,0.516118775305
E,Q,0.933102110055
X,3,0.004300275394
R,F,0.106269355439
4,9,0.85505997984
P,2,0.172220073135
B,K,0.507818248304
4,7,0.417213068662
J,2,0.769468711268
A,O,0.227029324846
Y,X,0.476800744375
2,P,0.433026918648
4,M,0.770038651189
E,Z,0.208856546643
O,H,0.454711561897
O,6,0.339452010453
8,K,0.226892172063
C,J,0.344462546645
V,F,0.401096755505
T,S,0.353401022782
9,D,0.373143750698
Z,V,0.618441296615
I,L,0.129373137311
X,Z,0.725590446995
T,6,0.685603182171
B,G,0.0333344143134
5,X,0.988999013823
T,8,0.056193231824
M,U,0.669032418323
Y,H,0.759822854847
7,U,0.807503181361
2,E,0.192832541235
1,X,0.212983934908
7,0,0.714988160123
P,R,0.186368506787
0,3,0.291256594823
U,T,0.733225261086
R,W,0.462543043572
S,C,0.592009402542
K,0,0.133815634069
G,O,0.811654111255
F,W,0.697885463192
V,F,0.0419804372595
I,L,0.217704233115
5,8,0.111555441716
P,2,0.781297154272
T,K,0.944506702754
C,P,0.670746964524
6,J,0.0274083621788
V,3,0.228507639386
L,Z,0.846826629087
6,X,0.339926282178
Z,O,0.3193205603
0,J,0.169809869604
K,I,0.917151607274
Q,Y,0.662690318006
S,D,0.975657411276
U,M,0.897884748931
J,9,0.252016316025
T,E,0.689124126072
6,1,0.0295943474038
O,M,0.259275152168
W,8,0.277730488488
L,E,0.259016885779
F,V,0.906553875698
5,6,0.532005020536
L,4,0.213012399348
A,U,0.978065210764
M,L,0.180899927306
9,5,0.145379727025
D,5,0.743130454561
V,F,0.0831662515452
1,O,0.553184455963
1,N,0.576637203975
S,8,0.989302956538
K,D,0.102861479415
O,4,0.121885875701
L,K,0.309044473543
9,X,0.244491965211
L,W,0.248291513918
U,I,0.922313023501
A,5,0.496942887299
Z,E,0.321617156349
N,M,0.593660958492
C,L,0.894678956125
3,6,0.363104326816
0,Y,0.890492763037
W,V,0.763298483719
F,G,0.36303690747
L,N,0.331861271161
N,I,0.285980554375
W,H,0.71627947098
N,C,0.149845454007
O,V,0.0273874209169
9,T,0.601731051602
5,9,0.780594486868
O,4,0.517583265688
9,R,0.141270209212
P,I,0.11333267569
P,M,0.304688395849
0,3,0.98785041863
G,D,0.0379500569024
M,1,0.0374537544099
N,I,0.377803680951
S,U,0.276020947878
K,D,0.700257404074
X,B,0.351938687018
G,F,0.397085104528
6,U,0.52251609673
E,T,0.130162767382
3,6,0.944423216798
F,Z,0.907692933595
K,Y,0.528835989366
Z,R,0.9841566053
K,L,0.0135456220664
7,W,0.399448166878
K,B,0.86217929121
B,0,0.516430370604
L,U,0.712385691884
D,K,0.74977947975
X,2,0.361789008657
K,C,0.769780323892
4,X,0.463447183025
7,O,0.879569037545
O,8,0.534125311781
C,8,0.0658154294593
I,7,0.531124114815
1,T,0.0255630152208
C,1,0.759652040048
5,2,0.538383529247
O,I,0.511484970474
3,I,0.113827380337
2,D,0.897825326904
Z,Y,0.107616552966
C,V,0.394809721005
G,L,0.162457196449
6,1,0.884637465015
2,L,0.452060374127
4,2,0.922422441527
8,4,0.755577038282
8,6,0.327702088142
F,O,0.971961621544
K,U,0.512372038769
P,K,0.405301299133
D,6,0.642260225413
H,G,0.089469790918
K,0,0.286206409801
O,8,0.852784745827
S,Y,0.200731639776
M,H,0.466885225984
9,A,0.0670714012303
1,W,0.408691391589
9,K,0.378581433356
A,B,0.219680909465
E,W,0.249444396417
S,7,0.157898176786
7,B,0.0978934060179
0,M,0.814234436188
V,W,0.433177281213
E,Z,0.148659926343
L,2,0.0937555788185
D,H,0.574444216538
O,K,0.518867384801
6,G,0.986317006878
1,I,0.883487503327
D,Y,0.199730744784
W,U,0.00431233618837
2,I,0.717422834686
P,X,0.317361350586
Z,G,0.797408217222
Q,7,0.00241780204889
W,7,0.521705305729
0,G,0.851533161088
P,3,0.525655573881
B,A,0.293617135804
4,Y,0.134869233164
O,J,0.358110484774
H,U,0.525943977285
K,E,0.453646978903
O,W,0.975310680685
D,2,0.362495714646
Z,S,0.610177970289
K,1,0.848257547211
3,L,0.275719264369
B,8,0.637316395181
4,2,0.0122942459044
1,Z,0.32495697576
3,C,0.723363974272
9,5,0.560533358054
7,N,0.187011537761
R,G,0.574435180645
8,Q,0.0781965438289
L,S,0.157073958288
2,C,0.499085617823
B,K,0.291702431221
9,S,0.445325797196
A,W,0.0989737016681
J,H,0.324062095755
Y,Q,0.727523396801
3,B,0.774758241224
G,9,0.290408133425
Y,W,0.193861279098
U,I,0.965355332168
9,N,0.382043642615
Z,W,0.780633268528
C,U,0.494896537928
8,Q,0.0323799179519
O,G,0.752196893567
L,K,0.0269230898877
C,S,0.682810478867
U,P,0.0968308657026
R,6,0.220885386196
Q,M,0.645006586621
8,4,0.929845365169
K,Z,0.0274016217986
P,J,0.975657736572
W,8,0.360751836953
Z,4,0.626971681876
S,3,0.065452971033
0,P,0.208248148557
4,F,0.509539233792
R,E,0.010595862215
C,D,0.501378419785
0,Q,0.427988368731
Q,Z,0.870904774487
U,I,0.500235663519
W,9,0.57700905148
J,H,0.239398161881
I,7,0.773093724436
Q,X,0.471765491144
L,I,0.300521910624
T,7,0.300574369351
O,N,0.379503953379
M,F,0.480533733286
7,S,0.82891486606
2,Z,0.863930080116
X,K,0.723186285083
4,1,0.417640881096
Y,F,0.11266473
O,A,0.394376615988
M,R,0.93653179262
H,J,0.202102641419
1,Y,0.482465145557
0,R,0.065434882214
F,B,0.963176901517
S,Y,0.746898588595
8,S,0.736710155415
K,8,0.46705771184
T,4,0.965168793844
R,A,0.410184944251
Y,8,0.582902369757
M,X,0.669034462486
H,I,0.273366261505
R,W,0.00165092113341
Y,M,0.959827899686
K,Z,0.778719701597
0,O,0.60097206189
X,G,0.917966729506
3,I,0.357684475118
4,U,0.508411112767
Q,7,0.898427162212
D,T,0.718784556266
7,9,0.997202505878
J,E,0.179222915306
G,B,0.619133084087
6,7,0.401597640602
5,1,0.0313317940539
M,A,0.147232909822
3,S,0.878188261498
V,6,0.628126940007
K,Z,0.196881055783
F,L,0.798829253611
E,O,0.182490775134
5,A,0.691358667404
1,0,0.919542074397
D,2,0.942370645856
B,G,0.664087782886
6,5,0.894390566052
1,K,0.446832510801
B,O,0.973584454266
O,G,0.896228067405
2,V,0.465927098816
W,I,0.183569873505
F,H,0.904002375155
M,5,0.624268011317
V,R,0.298042247638
P,J,0.381062255095
I,V,0.639181164711
I,5,0.951215676049
N,D,0.572728624423
5,R,0.383304668053
7,Z,0.972468856415
Q,4,0.609259234202
D,W,0.70387016313
B,I,0.463550731401
A,P,0.00237545417564
I,M,0.753731642735
1,U,0.337688814156
2,T,0.0540624123194
Q,C,0.117799400905
Z,K,0.021992505191
L,E,0.635649823433
5,7,0.768357306301
B,D,0.573196311179
E,P,0.873127899631
Z,H,0.682854291879
V,8,0.0410183185114
3,8,0.364707277949
R,X,0.80901973114
Z,N,0.984398323081
4,Y,0.30527641764
K,1,0.96279021586
Q,N,0.296454990515
Q,M,0.825253760046
F,P,0.0996407494019
H,T,0.117316817718
K,J,0.201907272858
H,G,0.847973531311
O,P,0.704337769389
0,W,0.0173924060844
M,P,0.111834377219
H,R,0.513283918235
C,R,0.103507987804
G,X,0.00737600133398
B,4,0.466950085715
7,U,0.0634205109521
S,3,0.122985150814
V,G,0.0243066884246
Q,Y,0.69422662269
O,5,0.636685082743
2,R,0.639263672639
1,F,0.829493933076
6,I,0.769264344504
B,V,0.515901042695
K,5,0.842389608778
4,W,0.459554730241
Y,V,0.409258505789
L,2,0.418604105489
Z,D,0.559255457729
P,N,0.531098565704
A,D,0.842707501975
C,S,0.0738330056039
5,F,0.54673201611
U,D,0.481530251903
D,X,0.718616024962
N,Y,0.394722531739
U,0,0.226768286663
V,O,0.0744709444581
Y,V,0.317848376361
F,D,0.0592380832399
A,Q,0.0933167441096
W,F,0.538923711617
I,J,0.29482760302
D,9,0.296505767235
P,E,0.890740122795
L,Y,0.358622723715
4,Q,0.67244341276
S,0,0.667298085978
S,8,0.256914227956
T,U,0.706417872811
T,8,0.962683954277
W,A,0.0313424057698
M,7,0.539171054826
X,L,0.440407061255
G,Z,0.263195527989
D,I,0.92599445812
7,F,0.390145110981
B,J,0.184967082646
B,K,0.725045035907
V,L,0.450072353032
V,O,0.767373410503
7,B,0.686800847354
L,R,0.0495225030899
Y,J,0.681369267876
7,N,0.814736452518
4,B,0.36734730594
O,C,0.818911054921
Y,M,0.205784053666
2,H,0.0483611445316
I,F,0.218823646772
K,P,0.558375505159
L,1,0.160131740001
5,3,0.700459877149
O,G,0.0842936946392
X,M,0.928157492158
U,8,0.664460354301
4,A,0.543458974111
W,8,0.228054854231
9,8,0.892272276997
Q,0,0.977643833042
D,8,0.625659682782
5,6,0.402876435494
W,Q,0.338742441506
1,T,0.0144353640636
V,N,0.21068890786
P,D,0.0624249826391
N,G,0.714377454211
U,J,0.268447903021
8,B,0.316767079409
4,K,0.183503552938
7,R,0.875507808577
0,N,0.763337066943
Q,J,0.676295117685
N,T,0.7312059982
G,4,0.927666817081
1,T,0.350141790766
W,U,0.0564364961279
5,W,0.0780872128063
O,D,0.833495775847
4,R,0.543391613581
B,D,0.845419572589
Q,0,0.450390515356
8,S,0.945157871104
N,I,0.602670155716
X,P,0.211194526066
W,H,0.0680868071576
F,X,0.976284711683
V,Y,0.419543139572
M,A,0.217258993467
2,R,0.823243830903
V,3,0.65992646069
3,S,0.284098888716
Y,C,0.341126065688
P,K,0.85336237396
H,9,0.774206677444
H,K,0.859410272904
K,C,0.975465497327
P,T,0.298437569144
L,A,0.28258447202
J,4,0.841914258375
A,C,0.0221980499208
8,Y,0.0973814065247
9,X,0.687888128694
R,V,0.590136938285
9,X,0.608749227498
W,Q,0.347740295716
U,Y,0.752311589947
T,M,0.292743271955
R,A,0.595094974703
Q,4,0.0321387435879
V,2,0.776624585237
U,S,0.687081280361
W,L,0.000468149521663
X,D,0.157975171009
X,2,0.556205932655
T,3,0.162543270448
D,B,0.328704690213
L,C,0.122339473764
E,X,0.375207237611
A,J,0.39188480408
X,3,0.787410320142
D,E,0.486103429967
8,C,0.0936145677498
0,D,0.532885607854
3,N,0.635367949217
K,O,0.684707741492
E,6,0.171067126681
V,I,0.622153607547
U,5,0.611488806271
3,P,0.426810434397
G,Q,0.794459480485
8,P,0.954126880654
K,F,0.575303343416
M,V,0.950227917624
Y,R,0.0413597619226
G,O,0.660526173467
R,A,0.131569708167
Y,7,0.107995461628
F,1,0.999664570387
N,T,0.990786551624
6,W,0.832409003153
